statement,label
আমিঃ কেমন ডিপ্রেসন আছি আমি জানি আমার আল্লাহ্ ভালো জানেন,vulnerable
কতোদিন প্রাণ আমার হাসে ঠোঁটের কোনে তোমরা দেখো আসলে হাসি,vulnerable
সত্যই তো মাত্র দুজন কে বাস চাপা দিছে ! কিছু বলার নাই আজ সিরিয়াসলি ,vulnerable
বর্তমান দেশের পরিস্থিত বাদী বিবাদীর টানা হেঁচড়ায় আইনজীবীদের চুষে খাওয়ার ধান্দা বেড়েছে,vulnerable
যখন আমার খারাপ থাকে তখন আমি ভিডিও দেখে ভালো করি,vulnerable
এজেন্টদের বের করে দেওয়া হচ্ছে অভিযোগ সরোয়ারের সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
লেখাটি পড়ে মনে হচ্ছে জীবনের অন্ধকারে পড়লেও প্রত্যাশার কোনো আলো থাকতে পারে না। কান্না সারা দেশের,vulnerable
লেখা পড়ে মনে হচ্ছে আমাদের জীবনের অত্যন্ত দুখজনক অধ্যায় শুরু হয়েছে। আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই,vulnerable
"অষ্টম শ্রেণীর ছাত্রীর বিয়ে আটকাতে রুখে দাঁড়াল তার বান্ধবীরা । শাব্বাসএটা বাল্যবিবাহ ছিলো কিন্তু পরের দিনই মেয়েটি অন্য ছেলের সাথে পালিয়ে গেল সমস্যা নাই , এটা আধুনিকতা বলে চালিয়ে দেয়া যায়",vulnerable
উড়িবার চায় দুটো অপশন আছে হয় শুরু করা নয় শেষ করা শুরু অথবা শেষ,vulnerable
কেন জানিনা নাটকটা দেখে অনেকটা সময় কান্না করলাম,vulnerable
আমাদের জীবনের সবচেয়ে অসুস্থ অবস্থা হলো মনের অন্ধকারে অবস্থা।এ কান্না সারা দেশের,vulnerable
এসব প্রেডিকশন একটা বাচ্চাও আগে ভাগে করতে পারে। অথচ উনারা মুভির লাইনের লোক হোয়েও কেন পারে আবার নিজেরে দাবি করে সুপার স্টার।,vulnerable
তোদের কাহিনী দেখার জন্যই এখনও বেঁচে আছি,vulnerable
নেতা বিচার বাংলাদেশে হয়,vulnerable
"এমন সংঘী পোস্ট মাঝে মধ্যে দিব্যি লাগে কারণ তখন অসাম্প্রদায়িক বাঙালি বন্ধুরা নিজের রাজনৈতিক অবস্থান ছেড়ে এদের বিরুদ্ধে এককাট্টা হয়ে একসাথে লড়াই করে বাঙালির হয়ে , বাংলার হয়ে । বাংলাপক্ষ এই সচেতনতাটাই গড়ে তুলতে চায় । ভোট দেওয়া পার্টি আমাদের জামা , বাঙালিত্ব আমাদের চামড়া । জয়বাংলা",vulnerable
অঙ্কটা আজও মিলে নাই।,vulnerable
ভাই রিক্সার চালোকের খবোর সেটা বোল্লেন,vulnerable
জীবনের পান্ডুলিপি লেখা শুধু চিরসত্য দুঃখের চোখে।আর কষ্ট দিবিরে তোরা বাঙালি,vulnerable
আহারে টাকাগুলা বিহুদা নষ্ট করলে এতিম পোলাপাইনেরে যদি খাওয়াইতো লাভ হইত মরার কবরে গিয়ে শান্তি পেত,vulnerable
আয় বিজেপি দেখে দেখবি জ্বলবি কষ্ট দিবিরে তোরা কষ্ট দিবিরে তোরা,vulnerable
এহন রাস্তার ফকির হলে,vulnerable
আমি সবকিছুর জন্য নিজেকে দোষ দিই,vulnerable
হুম ভাই প্রেম করতে পারি তাই ডিপ্রেশনে আছি,vulnerable
কথায় অসাধারণ তবে শেষ হয়েও হলো শেষ,vulnerable
"সিলেট সিটি নির্বাচনে এবার এমন অনেক কিছুই ঘটছে , যা সিলেটের মানুষ আগে কখনো দেখেনি । নির্বাচনকে কেন্দ্র করে ধরপাকড় , তল্লাশি , হুমকি ধমকি , হামলা মামলা এ শহরে এই প্রথম । ৩০ তারিখ সারাদিন ধানেরশীষে ভোটদিন ",vulnerable
আমি সময় অনুভব করি আমি অবশ্যই অন্যের হতে হবে।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
এইবার আপনি চন্দন কাঠ নামে সিনেমা বানাতে পারেন। গ্রীন কালার অনেকেই পছন্দ করে হতে পারে এটার প্রভাব পরেছে বলেন সবাই,vulnerable
এটা বিজেপি শোষিত বিহারের দ্বিতীয় বৃহত্তম সরকারি হাসপাতাল নালন্দার ছবি অসুস্থ রোগীরা যখন হাসপাতালের ভিতরে অস্বাস্থ্যকর জমা জলের নরক যন্ত্রণায় ভুগছেন বিজেপি সরকারের স্বাস্থ্য মন্ত্রী মঙ্গল পান্ডে তখন সিমলায় বর্ষার ছুটি উপভোগ করছেন ,vulnerable
হিন্দু মুসলমানের বিভেদ কি আদৌ দূর হবে ? : ,vulnerable
আমি নিজেও সমস্যায় ভুগছি।।।কোনো কিছুই ভালো লাগে নিয়ে চিন্তা করি কেন খারাপ থাকে নিজেও বুঝতে পারি,vulnerable
খারাপ পথে কাটা ব্যায় করেভালো কাজে ব্যায় করুন আল্লাহ খুশি হবেব্যাবসাও ভালো হবে,vulnerable
আমি সময় বয়স সময় নিয়ে চিন্তিত হয়ে থাকি আমার জীবনের পরিকল্পনা উদ্দেশ্য ছিল এবং এখন নেই।,vulnerable
আমার বেচে থাকলে। আমি কবেই চলে যেতাম,vulnerable
চাকরির কারনে বাধ্য হয়ে টিকা নিয়ে এখন অনেক রোগের ভুক্তভোগী।,vulnerable
"আজকাল বড্ডো মনে পড়ে তোমার সেই কথাটা , আমি তোমাকে ছাড়া থাকতে পারবো না , জানিনা এখন সে কি করে আছে আমায় ছেড়ে । ",vulnerable
আমার মনে হয় আমি কখনোই সন্তুষ্ট হবো না।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
গরমে মানুষ মরে যায়কতো মানুষ কষ্ট আছে সেই গুলো নিউজ নানিউজ যত্তসব আজাইরা মানুষদের নিয়ে,vulnerable
লেখাটি পড়ে আমার মনে হচ্ছে জীবনের প্রতিটি ক্ষণে আমাদের সাথে দুখ আছে। কান্না সারা দেশের,vulnerable
প্রেমের অপেক্ষায় আমার অনেক স্বপ্ন হারিয়ে যায় কিন্তু প্রেম আসতে পারে না।,vulnerable
লেখাটি পড়ে আমার চোখে ধরেছে এটি অত্যন্ত দুখজনক এবং ক্ষতিকর।আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই,vulnerable
এমন একটা দুর্ঘটনার খবরে এমন পার্টি মিউজিক সাবাস। এরাই জাতির বিবেক,vulnerable
ডিপ্রেশন নামে জিনিসট আমি ভুগছি৷৷,vulnerable
টাকায় অথচ টাকা চালের কেজি টাকায় চাউলের কেজি দেন,vulnerable
আপনার কথা একদম সঠিক তদ্রুপ বাংলাদেশের দুর্নীতি দেখে মানুষের লজ্জা হয়।,vulnerable
প্রিয় মানুষের গায়ের গন্ধটা খুব মিস করছি।,vulnerable
পাকিস্তান আসলে একটা অসভ্য রাষ্ট্র । এরা যখন কেউরে নির্বাচিত করে ক্ষমতায় নিয়ে আসে কিছুদিন পরে সেই নেতাকে খুন হতে হয় ; নইলে দুর্নীতির দায়ে জেলে যেতে হয় পাকিস্তানের প্রধানমন্ত্রী হচ্ছেন ক্রিকেট বিশ্বজয়ী ইমরান খান : ,vulnerable
বক্স অফিস মারুফ উচ্চারণ করতেই জানে সেখানে হবেনা লাভ হবে কেমন,vulnerable
গরীবের বাদশা র সাথে কিংবদন্তি মাহফুজুর বহমান । টিএসসি চুমাচুমির ঘটনার তীব্র প্রতিবাদ জানিয়ে গান গাচ্ছেন ওস্তাদ মাহফুজুর বহমান পরোটা বাবা ,vulnerable
"আমি জানি আমাকে ছাড়া তুমি ভাল থাকবে , কিন্তু কষ্ট লাগে তো ঠিক তখনি যখন ভাবি আমি তোমাকে ছাড়া ভাল থাকতে পারব না । ",vulnerable
একটা চোখ ঢেকে রাখা আরেক চোখে স্পর্ধা পুড়েই গেলো এবার বুঝি ভালোবাসার পর্দা,vulnerable
গতানুগতিক নাটকের থেকে একটু ভিন্নধর্মী নাটক। ভালো লাগলো। ভালো থাকুক ভালোবাসার মানুষ গুলো,vulnerable
সময়ের চেয়ে ক্ষমতার মূল্য বেশি,vulnerable
আমি সময় অনুমান করি আমি সবার জন্য অপমানিত।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
কারও ক্ষতি দেখে হাসাহাসি করা উচিৎ সেই জানে তার ভিতরে পরিমানে কস্ট চলতাছে।,vulnerable
আপনারে দেখে আপনার কথা শুনে আমি আপনার জন্য আমার নিয়ন্ত্রণ হারিয়ে ফেলছি।,vulnerable
দেশের সরকার কানা দেশের আইন কানা হায়রে বাংলাদেশ,vulnerable
বাবু কেটেছে একেলা বিরহের বেলা আকাশকুসুম চয়নে । সব পথ এসে মিলে গেল শেষে তোমার দুখানি নয়নে । ,vulnerable
আমি চাই জুটিটা যেন রিলেশনে জড়ায় কারণ জুটিটা নষ্ট হয়ে যাবে,vulnerable
সেলিরবেটিদের নম্বর আমার ফোনে আনিকা কবির শখের সুধু ইমো নাই,vulnerable
ভার্চুয়ালে পরিচিতো প্রিয় আপুটাও আমার সাথে রাগ করে । ব্যাস্ততার কারনে সবই ধীরে ধীরে হারিয়ে যাচ্ছে । ,vulnerable
সহপাঠী হত্যার বিচারের দাবীতে কুরমিটোলায় রাস্তা অবরোধকারী ছাত্রছাত্রীরা উন্নয়ন ও স্বাধীনতা বিরোধী । তারা রাজাকারের বাচ্চা মানবাতার বেশ্যা,vulnerable
সবাই নিজের ভুলটা বোঝে কিন্তু দেরীতে। সময়ে বুঝলে আরও কতটা সময় সুন্দর পৃথিবীতে একসাথে সময়টা কাটাতে পারতো।,vulnerable
আমি এমন একটা যায়গাই আসছি ডিপ্রেশন আমাকে শেষ করে দিতেছে আমার কাছে কেনো জানি মনে মৃত্যুটা৷ আসুক পারছি ভালো লাগে ডিপ্রেশন।,vulnerable
এতো সুন্দর একটা বাবা ভাবে মারতে পারলো আল্লাহ তুমি মাকে ধযদারন করার শক্তি দাও আমিন,vulnerable
উন্নয়ন একমাত্র প্রবাসীদের অবদান সরকারের কাছে একটাই আবেদন প্রবাসীদেরকে সর্বোচ্চ সম্মান দেওয়া হোক,vulnerable
আয় বিজেপি দেখে দেখবি জ্বলবি,vulnerable
যুগ পাল্টাইছে কিন্তু মানুষের নষ্ট ধেনধারনা পরিবর্তন হয়নি খুব দুঃখ জনক,vulnerable
বাবা মায়ের স্বপ্ন পূরন করতে পারলাম,vulnerable
আমি সময় অনুভব করি আমি কিছুই পর্যাপ্ত নই।,vulnerable
সংযুক্ত আরব আমিরাত তে এমন একটি গাছ দেখে দেশের কথা মনে পড়ে গেল ,vulnerable
রাস্তাঘাটে একটা মেয়েরে পেটানো মোটেই সুপুরুষ কাজ নয়যদিও তারে ভিডিও দেখা যায় কিন্তু আশেপাশেই হয়তো ছিলো,vulnerable
প্রিয় তোমারে পেয়ে গেলে হয়তো নাটক দেখা হতো,vulnerable
আবেক কাজ করছে বিবেক কাজ করে নাই হাইরে মানুষ,vulnerable
আমারও এটা আগে কোন কাজ করে আনন্দ পেতাম এখন তার চেয়েও ভালো কাজ করে আনন্দ পাই খুব খারাপ লাগে সবসময়,vulnerable
ডিপ্রেশন একটা মানুষ জীবন্ত লাশে পরিবর্তন করে,vulnerable
জুটি দেখি কারেক্টর এমন ভাবে ফুটিয়ে তুললো বাস্তবতার ঘোরে হারিয়ে গেলাম।,vulnerable
হয়তো জীবনে আমাদের অন্ধকারে পথের দিকে পানিতে ডুবে যাওয়া সুবিধা সবসময় আরও বেশি হয়ে উঠে।,vulnerable
আমার জীবনে শূন্যতা হারানো আমার মূল লক্ষ্য কিন্তু এখন শূন্যতায় আমি নিজেকে হারানোর সম্ভাবনা বেশি।,vulnerable
"এক লোক আত্মহত্যা করার জন্য রেল লাইন এর উপর শুয়ে আছে , পাশে আছে একটি টিফিন ক্যারিয়ার । এক লোক তাকে জিজ্ঞাসা করল , ভাই মরতে এসেছেন ভাল কথা তো খাবার এনেছেন কেন ? লোকটি উত্তর দিল , ট্রেনের শিডিউলের যা অবস্থা পরে না খেয়ে মরি আর কি ! ছ্যাকা",vulnerable
"সতি সাবিত্রী ! এক মহিলা তার বান্ধবীদের বলছে তোরা কি করে দেবরদের সাথে কথা বলিস বাপু ! আমি তো ভাসুরের সাথে শুয়েই লজ্জায় বাঁচিনা ! বিনা ভোটে অবৈধভাবে রাষ্ট্রক্ষমতা দখল করে রাখা ভোট ডাকাতরা যখন পাকিস্তানের নির্বাচনের সমালোচনা করে , তখন ঐ সতি সাবিত্রী ! মহিলার কথা মনে পড়ে যায় । ",vulnerable
লেখাটি পড়ে মনে হচ্ছে দুঃখ বিপদের জটিল জালে আমরা আত্মবিশ্বাস হারিয়েছি। কান্না সারা দেশের,vulnerable
কিসের চাকরি করব চাকরি করে ইনকাম টাকা খরচ টাকা।,vulnerable
পুলিশ হালারা রাতেও শুধু শুধু সাধারণ মানুষ হয়রানি করে ধান্দার জন্য কবো ওরা মানুষ হবে,vulnerable
ভ্যাট ট্যাক্স বেসি তাই জিনিসের দাম বেসি,vulnerable
আমাদের একই অবস্থা,vulnerable
কিছু মানুষকে দেখলেই ঘাড় থেকে মাথা আলাদা করে দিতে ইচ্ছা করে,vulnerable
কেউ আমিন বলে যাবেন চোরে চোরে মামাতো ভাই হজের ছুটিতে যাচ্ছেন বড়পুকুরিয়ার কয়লার খাদকরা,vulnerable
কেউ কেউ চার পায় বানানোর জন্য কারো সাম্রাজ্য ভেঙ্গে ফেলা,vulnerable
ডিপ্রেসন থেকে আমিও মুক্তি পাচ্ছি না। আপনারা সবাই আশীর্বাদ করবেন যেন টেনশন ডিপ্রেসন থেকে মুক্তি পাই।,vulnerable
জুম্মা মোবারক নামাজের একটা সেল্পি সবাই লাইক কমান্ড কলেন,vulnerable
নাটকটা দেখে মনে হলো। আল্লাহ যদি দিতৃীয় বার সুযোগ দিতো। আমি মানুষটাকে চাইতাম। যেটা আমার আল্লাহ ছাড়া কেউ যানে না।,vulnerable
নাটক সাথে মিলে গিয়েছে আমার জিবন,vulnerable
কেনো মেঘ আসে হৃদয় আকাশে মাঝে মাঝে দেখা পাই চিরদিন কেনো পাই হেক্সিসলের গন্ধে তোমার গন্ধ পাই,vulnerable
সন্তানরা যদি অস্রবাজ তাহলে পিতাগুলো হবে,vulnerable
"আমার স্বপ্নগুলো আটকে আছে অবুঝ পোকা , সেটাই ভাগ্য তোর চুলগুলো যেন মাকড়শার নক্সা করা মিহি বুনটের জাল ! মন্দিরের ঘণ্টাধ্বনির মত তোর হৃৎস্পন্দন আমার কানে বাজে নিস্তব্ধতা আঁকতে দেবো না বলে , শিখে নিয়েছি বাঘবন্দি র চাল ! ",vulnerable
আমাদের দেশে আমরা সবাই মিলেমিশে থাকি আমাদের দেশ আপনাদের মতো মোদি সাহেব দয়া করে আমাদের ভাতৃত্ব নষ্ট করবেন,vulnerable
প্রিয় মানুষটি অনেক দূরে থাকে তার সাথে এখনও দেখা নি।তবুও আমার ভিশন প্রিয়।জানি আমাদের কবে দেখা হবে,vulnerable
মাঝে মাঝে ইচ্ছে করে ছেড়ে দূরে কোথাও চলে যাই কিন্তু গাড়ি ভাড়া নেই বলে যেথে পারিনা,vulnerable
ফসলের দাম নেই কিষান মান্ডি গুলো চালু নেই শূন্যপদে নিয়োগ নেই শিল্পে বিনিয়োগ নেই চাকরি নেই বাংলা আসলে গণতন্ত্র নেই ধিক্কার,vulnerable
আমার পেরিকার্ডিটি হয়ছে বছর আগে,vulnerable
দেশের অবস্হা ভালো না।,vulnerable
বিপদের মধ্যে আমি সময় একটি অন্ধকারে বিশ্রাম পাই যেখানে কোনও প্রকাশ নেই।,vulnerable
আধার সন্ত্রাস দমন করতে পেরেছে কেন্দ্রকে তোপ মুখ্যমন্ত্রীর,vulnerable
যার ভিতরে একবার ডিপ্রেশন প্রবেশ করছে সেই বুঝে রোগের ভয়াবহতা,vulnerable
এর প্রধান টুইটারে তার আঁধার নাম্বার দিয়ে চ্যালেঞ্জ করে বলেছিলেন হ্যাক করে দেখাতে । তার পর হ্যাকাররা এবং কিছু যা করলো সেটা আপনার দেখে নিন আসল নিজের চোখে নিচের এই লিংক এ । : ,vulnerable
সিধ কাটিয়া তোমার ঘরে করতে গেলাম চুরি আসতে গিয়া অন্ধকারে আটকে গিয়াছে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
ভালোবাসা সময় রূপ দিয়ে হয়না এগুলো তারই প্রমাণ এসিড দগ্ধ মেয়েটি,vulnerable
"৩৩টা লাশ প্রয়োজন বিচার পাওয়ার জন্য । কারণ দাদাদের দেশ ভারতে ৩৩ জন মরেছিলো । লাশ লাগবে লাশ , মাত্র ৩৩টা লাশ ! হেসে হেসে লাশ হতে চাই আমরা । তবুও এদেশে বিচার হোক ! শব্দ",vulnerable
দোষ চাপিয়ে দেবে সাকিব খানের উপর।,vulnerable
প্রবাসীরা জানে ডিপ্রেশন কাকে বলে।।। ইউরোপ প্রবাসীরা ভালো করেই জানে।।,vulnerable
মায়ের থেকে মাশির দরদ বেশি,vulnerable
আজব একটা শব্দ মানুষ বললে ঝগড়া শেষ ডাক্তার বললে মানুষ শেষ অচেনা কবি,vulnerable
যদি এটা সত্যি সাধ্যের মধ্যে সবটুকু সুখ তাহলে তোমাকে ভুলতে পারাটাই আমার সাধ্য রাজকন্যা চোখ বন্ধ করতে যদি তোমাকে দেখি,vulnerable
ডিপ্রেশন থেকে বাচতে সবাই নিজেকে ব্যাস্ত রাখুন এবং ধর্ম সঠিকভাবে পালন করুন ইন্টারনেট ব্যবহার কমিয়ে ফেলুন ডিপ্রেশন বিদায় নেবে,vulnerable
দিন পরে বুঝতে পারলাম আমার সমস্যা,vulnerable
আমাদের জীবন একটি অনন্ত দুঃখের বাস্তবতা। সুখের গল্পের আওয়াজ একসাথে সাহস করা অকারণ এবং কষ্টকর।,vulnerable
সল্পতার গল্প কেঊ শোনে,vulnerable
বাসের ড্রাইভার যদি মরে মেরে ফেলাদের জোর দাবি জানাচ্ছি,vulnerable
বেচে থাকলে হয়তো কোনদিন এসে আবার দেখবো প্রিয় মানুষ টাকে দেখার মাঝে অন্যরকম অনুভূতি,vulnerable
লক্ষ্মণ গুলো আমার সাথে মিলে গেছেআমার জীবন প্রতি মায়া উঠে গেছে,vulnerable
ডিপ্রেশন জিনিসটা এতটাই খারাপ একটা মানুষ জীবন মৃত্যুর মাঝখানে দাঁড়া করিয়ে দেয়,vulnerable
সৌদি নিয়োগকর্তাদের অত্যাচার কবে বন্ধ হবে ? : ,vulnerable
মানুষ অনেক বোকা সামান্য আনন্দের জন্য নিজের জীবন শেষ করে দেয়,vulnerable
ধরনের প্রতিবেদন এখন কিছু মানুষ অসুস্থ হবে এগুলো এখন বলে লাভ,vulnerable
"দেখুন কিভাবে রাতের অাধারে ভারতীয় ট্রাকে করে ২২৭ কোটি টাকার কয়লা ভারতে পাচার করা হচ্ছে ড তুহিন মানিক বলেছিলো , আওয়ামীলীগকে যদি সাহারা মরুভূমি যদি ইজারা দেওয়া হয় , কিছুদিন পর দেখা যাবে মরুভূমিতেও বালুর সংকট দেখা দিবে ! বাকীটা কমেন্ট বক্সে দেখুন ",vulnerable
"কিসের এতো ভয় বলো , যেখানে ভালোবাসা শূণ্যতার উপর দাঁড়িয়ে সেখানে তোমাকে হারানোর ভয় টা বোকামী । শুভ সকাল ",vulnerable
আমি জানি আমার সমস্যা এবং দুঃখ অনেকের মতো নয়।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।,vulnerable
আমি আমার সময়ের সাথে অনেক স্বপ্ন হারিয়ে যাচ্ছি তবে যদি আমি অধিক সময় হারিয়ে যাচ্ছি তাহলে আমি মনে করতে পারবো আমি আমার সময়ের সাথে সমস্যা হারিয়ে যাচ্ছি,vulnerable
আমি বছর পারিবারিক কারনে বিষণ্ণতায় ভুগছি সুখ ভুলেই গেছিতবে মুক্তির আশায় সৃষ্টিকর্তার ওপর বিশ্বাস রেখে নিজের মনোবল ঠিক রাখার চেষ্টা করি,vulnerable
আচ্ছা depression অল্পতেই খুব কান্না পায়,vulnerable
হৃদয়ের গভীর স্থানে একেবারে অগ্নিকে ভাসতে পারি না।,vulnerable
শিক্ষা শেষ।এ শিক্ষা দিয়ে খুব বেশি হলে সৌদি আরবে গিয়ে লেবার হওয়া যাবে।ধন্যবাদ তথা কথিত শিক্ষা পন্ডিত গরু মশাই।,vulnerable
দেশে ডাক্তার আছে আছে কসাই। হলে দেশের মানুষ কেন ভারতে যেতে হয়।,vulnerable
প্রচুর ডিপ্রেশনে আছিআর ডিপ্রেশনের কারনে প্রচন্ড স্মরণ শক্তি লোপ পাচ্ছে,vulnerable
বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে,vulnerable
অসম্ভব সুন্দর গল্পটা বাস্তবতা কষ্টের কেবল ভালোবাসার মানুষের আসা মধ্যেই বিদ্যমান,vulnerable
পরামর্শর বিনিময়ে টনি ব্লেয়ারকে ১ কোটি ১৮ লাখ ডলার দিয়েছে সৌদি আরব ! শয়তান কি কখন নামাজের দাওয়াত দিবে ? টনি ব্লেয়ার কি মুসলমানদেরকে ভালো পরামর্শ দিবে ! ,vulnerable
ব্যর্থতা আমার নষ্টের প্রতিদান নষ্ট আমার কর্মের অবদান আমি এক ভ্রষ্ঠ পথিক হাঁটতে হাঁটতে দিক ভুল করি চলতে চলতে পেছনে চলি । এভাবে কখন পিঠ ঠেকে গেছে শেষ সীমানায় অবশেষে চোখ মেলে দেখি শুকতারা ডুবে গেছে নীল দরিয়ার বেলাশেষে । আমি নিরুপায় দু হাত পেতে আছি ঘন অন্ধকারে এ এক নির্মম শুন্যতা । ,vulnerable
সিধ কাটিয়া তোমার ঘরে করতে গেলাম চুরি আসতে গিয়া অন্ধকারে আটকে গিয়াছে ভূড়ি ,vulnerable
যদি চিকিৎসাধীন অবস্থায় মারা যায় তাহলে বলবে লাইফ সাপোর্টে রোগীকে রাখা হয়েছে। বাড়িঘর বিক্রি করে টাকা নিয়ে আসেন,vulnerable
আমি সময় অনুমান করি আমি কিছুই নিয়ে করতে পারি না।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
মধ্য আয়ের দেশে উন্নীত হয়ে বাংলাদেশ এখন ভাঙ্গাদেশে রুপান্তরিত হয়েছে ফ্যাক্ট দেড় ঘন্টার রাস্তার অর্ধেক আসতে লাগে সাড়ে তিন ঘন্টা,vulnerable
হতাশ আমি খুবই হতাশ,vulnerable
রাজশাহী সিটি কর্পোরেশন নির্বাচেনে ভোট কেন্দ্রে বিএনপি প্রার্থী মোসাদ্দেক হোসেন বুলবুলের সন্ত্রাসী কর্মকান্ড দেখুন কষ্ট দিবিরে তোরা,vulnerable
আমি মাজে একজন বুক্ত ভূগি।কারন টিকা নেওয়ার আমর এলার্জির সমস্যা হয়ছে এটাতে আমি খুবি সমস্যায় আছি।,vulnerable
ডিপ্রেশন মানুষের জীবনকে একেভারেই শেষ করে দেয়,vulnerable
দ্বিতীয় ওয়ানডেতে বাংলাদেশকে ৩ রানে হারিয়ে সিরিজ ১ ১ সমতা করলো কাল্লু মামুরা । নিশ্চিত জয়ী ম্যাচ হাতছাড়া হলো বাংলাদেশ দলের সারারাত ঠিকমতো না ঘুমিয়ে ম্যাচ দেখে শেষ পর্যন্ত বাশঁ মিললো ,vulnerable
উন্নয়নের ঠেলায় মানুষ দিশেহারা।,vulnerable
আয় বিজেপি দেখে দেখবি জ্বলবি সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই,vulnerable
তাহলে চিন্তা করো যায়া বস্তাবন্দি থাকে তাদের কেমন লাগে,vulnerable
পেরেমে পেরেমে সময়কাল চলে যাচ্ছে,vulnerable
নিউজের এতই দুর্ভিক্ষ হয়ে পড়ছে টোকাইরা রাস্তায় মারামারি করেআর সেই খবর আমাদের পত্রিকা থেকে জানতে হয়।,vulnerable
আশা করি অন্তত লাখ টাকা হয়ে যাবে,vulnerable
আমার জীবন শেষ লাখ টাকা দেনমহর সংসার করবে নাআদালতে মামলা করছে টাকা নিয়ে ডিভোর্স দিয়ে চলে গেছে,vulnerable
আমারও একটা নীরা থাকুক আমার শেষ সময়ে এসেও আমাকে কখনো ছেড়ে যাবে না। কথা দিয়ে কথা রাখবে,vulnerable
এইসব ফাইভ বুলেট ট্রেনের স্বপ্ন আছে বলেই আমরা বাসের পাদানিতে টেম্পুর পাদানিতে গাদাগাদি করে দাঁড়িয়ে প্রতিদিন চলাফেরা করতে পারি,vulnerable
আসলেই কিছু বলার ভাষা খুজে পাচ্ছি কথায় অসাধারণ।। তটিনী আপু হাসির জগতের আইডল উনার হাসির কাছে পৃথিবীর সবকিছু হার মানবে।। ভালোবাসা অবিরাম আপু,vulnerable
ডিপ্রেশনে থাকলে শারীরিক পরিশ্রম করেন। শরীরের উপর চাপ পড়লে মানসিক চাপ কমে যাবে,vulnerable
দুঃখজনক টিকার ফলে স্কিন এলার্জি আরো নানা রকম সমস্যা আমরা মুখোমুখি হচ্ছি,vulnerable
আগে আপনার বাবার চিকিৎসা সেবা নিশ্চিত করুন। নয়তো জীবনটাই প্রজেক্ট হয়ে যাবে।,vulnerable
আমি সময় বোধহয় আমি নিজেকে নিজের অংশ হিসেবে ধরে রাখতে পারি না।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।,vulnerable
বর্তমান দেশের পরিস্থিত বাদী বিবাদীর টানা হেঁচড়ায় আইনজীবীদের চুষে খাওয়ার ধান্দা বেড়েছে,vulnerable
টিকা দেওয়ার এলার্জি চরম ভাবে আক্রান্ত হয়েছি আমাদের গ্রামের অনেকের সমস্যা।,vulnerable
সদ্যপ্রাপ্তঃ বরিশালে বিএনপির জামাত বাসদের প্রার্থী নির্বাচন বর্জন করেছেন সেই সাথে তাদের কর্মীরা বিক্ষোভ শুরু করে দিয়েছেন,vulnerable
সংবাদটা আমি যখন দেখছিলাম নিজেকে বিব্রতবোধ মনে হচ্ছিল করে সম্ভব,vulnerable
ভারতের সাথে তুলনা কেনো ছেলে মেয়ে গুলো কি ভারতের ,vulnerable
ফাম দিছনা এমনি কষ্টে আছি আমরা।,vulnerable
ছিড়া সাধারণ মানুষের জন্য বিব্রতকর,vulnerable
বাস চাপায় ৬ জন ছাত্রের মর্মান্তিক মৃত্যুর পরও নির্লজ্জের হাসি শাজাহান খানের মুখে ,vulnerable
আল্লাহ এদের হেদায়েত করুন জুমার দিন মসজিদেও এসব প্যান্ট পরে আসতে এদের লজ্জা করেনা ,vulnerable
সরকার চোখে এসব পড়ে নিউজ উনি চাইলে দলে ভালো কিছু করার নির্দেশ দিতে পারেন,vulnerable
ব্যক্তিগত মতামত এগুলা টিভি নিউজ করবে দেখতেও রকম খারাপ লাগতেছে,vulnerable
কোরআন শরিফ পাঠ করুন বিষন্নতা কাছেও আসবে,vulnerable
সুন্দর একটি নাটক এটি দেখে কান্না চলে আসচে,vulnerable
"আমি কাজ শিখেছি টিভিতে । পরে লক্ষ্য করেছি এক সময় অভিনেতাদের নাম বেপাত্তা হয়ে গেল । তারপর পরিচালকদের পালা । প্রযোজকদের নামও বিঞ্জাপনে ছাপা বন্ধ হয়ে গেল । সবাই সফ্টওয়্যার বানাচ্ছে অক্লান্ত খেটে , অথচ সবাই নামহীন । শিল্পনির্মাতাদের চিনিয়ে দিক চ্যানেলগুলি । এতো শিল্পীর প্রাপ্য সম্মান । ",vulnerable
সুন্দর অভিনয় চোখে চলে আসছে,vulnerable
