Label,Text
non_depressive,পর্যন্ত বক্স অফিসের ঠিকানা পাইলাম
depressive,আমি নিজেকে হারানোর অনুভূতি নিজেকে সবসময় আত্মহত্যার পথে নিয়ে যাচ্ছে।
non_depressive,অভিনয় শিল্পী হিসেবে শুরু থেকে অসফল।
depressive,আমি সময় অনুমান করি আমি অন্যের মতো হতে পারছি না।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,আমি টিকা নিয়েছি। আলহামদুলিল্লাহ আমি ভালো আছি। কিছু আল্লাহর ইচ্ছে হায়াত মউত।
depressive,আমার অনিশ্চিততার মধ্যে হারিয়ে গেছে একটি নির্দিষ্ট গতি দিশায় যেতে পারে না।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
non_depressive,বাংলাদেশের মানুষদের চিন্তার কিছু নেই কারণ ভ্যাকসিন যতটুকু দেওয়া কথা ছিলো কিন্তু ডাক্টাররা একজনের টিকা দিছে।
depressive,সৌদি নিয়োগকর্তাদের অত্যাচার কবে বন্ধ হবে ? : 
non_depressive,"সকল প্রতাপ হলো প্রায় অবসিত জ্বালাহীন হৃদয়ের একান্ত নিভৃতে কিছু মায়া রয়ে গেলো দিনান্তের , শুধু এই কোনোভাবে বেঁচে থেকে প্রণাম জানানো পৃথিবীকে । শঙ্খ ঘোষ"
depressive,একটা চোখ ঢেকে রাখা আরেক চোখে স্পর্ধা ! পুড়েই গেলো এবার বুঝি ভালোবাসার পর্দা ! 
non_depressive,দুনিয়ার সবচাইতে শান্তি হচ্ছে সুস্থ থাকা আলহামদুলিল্লাহ
depressive,এদের যন্ত্রণাই ইউটুবে দুকি
non_depressive,এভাবে চিত্রজগত শেষ হয়ে গেলে খুশি হতাম
depressive,জীবন আমাকে সবসময় একা এবং নিজেকে প্রেশার দেয়।
non_depressive,কঠিন সাজার ব্যবস্থা করা হোক। এরা সাহস পায় কার পাওয়ারে চলে তদন্ত করা হোক।
depressive,অসুস্থ মনের সাথে সামর্থ্যের অন্ধকারে আমি জীবনের অজানা সমস্যার সামনে দাঁড়িতে পারছি না।
non_depressive,মেয়েদের বলছি ভালো একটা নামাযি ছেলে দেখে বিয়ে করে ফেলুন আপনারা। তাহলেই আশা করি ভালো হবে এবং আল্লাহ তায়ালার অশেষ রহমতে ভালো থাকবেন
depressive,আমি টিকা দিয়ে অনেক সমস্যার মধ্যে পড়েছি েএখন আমার চিকিৎসার টাকা দিবে আমি রক্ত সমস্যায় পড়েছি চুলকানি
non_depressive,ব্যাপার আওয়ামীলীগ সাপোর্ট করলে সবই সম্ভব
depressive,মোদিজির সভায় যারা প্যান্ডেল চাপা পড়ে আহত হয় তাদের জন্য মুখ্যমন্ত্রী ছুটে যান । অথচ কাছেই মন্দিরবাজার । যেখানে কার্যকর্তাকে তৃণমূলের লোকজন খুন করল । মুখ্যমন্ত্রী নীরব কেন ? কেন খুনিদের গ্রেপ্তার করা হচ্ছে না ? অভিযুক্তদের দৃষ্টান্তমূলক শাস্তি দিতে হবে 
non_depressive,একাকীত্ব কখনোই মানুষকে আনন্দ দিতে পারেনা তাই জীবনের কিছু ছোট ছোট আনন্দের জন্য কিছু বন্ধুরও প্রয়োজন আছে বাস্তব ওসমান গনি 
depressive,অনেক কিছু সম্পর্কে অজানা হওয়া অনেক বেশি কষ্টদায়ক যেন হৃদয়ের মুখে একটা ঘুম পড়ে যায়।
non_depressive,গতকাল জেনেটিক ইঞ্জিনিয়ারিং এ চরম উন্নতি হয়েছে প্রথম বারের মতো বিজ্ঞানীরা মিলিয়ন বছর আগে মৃত এক প্রাণীর কোষকে জীবিত করতে পেরেছেন আপনাদের কি মনে হয় এই প্রযুক্তি দিয়ে কি হাজার বছর আগে মৃত ব্যক্তিদের জীবিত করা যাবে ? 
depressive,নূরু ইস্যু চাপা পড়লো রাশেদের নিচে । রাশেদ চাপা পড়লো সোনার স্বর্ণ নিচে । সোনা চাপা পড়লো কয়লার নিচে । এখন কয়লাও চাপা পড়লো টিএসসির সেই চুমা ছবির নিচে যিনি এই কথা বলেছেন সে চাপা পড়বে পুলিশের ডান্ডার নিচে 
non_depressive,পাচার কমাতে তেলের দাম বাড়ানো চুরির ভয়ে নিজের সম্পদ অন্য দিয়ে দেওয়া সমান কথা তাই এসব ছাগলামি জনগনের সাথে করলেই ভালো
depressive,আমার মনে বেদনা জাগানো হয়েছে কথাটি পড়ে।আসুন দেশটাকে গিলে খাই ভাত উপর চাপ কমাই
non_depressive,বাংলাদেশের সংখ্যা লঘুরা কোনো সমস্যায় নাই এটা একটা সুখী জনগোষ্ঠীর মধ্যে জগরা বিভেদ সৃষ্টির উদ্দেশ্য
depressive,ভাইরে বিনোদনের অভাব নাই৷ রাকিব হোসাইনের টিম বনাম মিথিলার টিমের একটা কুস্তাকুস্তি দেখলাম৷ তোরাই ফেসবুকে থাক আমরা যাইগা
non_depressive,খাতা কাটছে ঈশ্বর জানে যেগুলিতে পাইতাম ওইগুলাতে দিয়ে রাখছে
depressive,কেন জানি নাটক দেখে চোখ দিয়ে পানি বের হয়ে গেছে
non_depressive,অনেক দেরিতে নিউজ এদের এখন নিয়ন্ত্রণ করলে পরে আরো প্রবলেম হবে
depressive,একটা চোখ ঢেকে রাখা আরেক চোখে স্পর্ধা পুড়েই গেলো এবার বুঝি ভালোবাসার পর্দা
non_depressive,দিনে ওজন কমে গিয়েছিল আলহামদুলিল্লাহ এখন অনেক ভালো আছি।
depressive,আমিও চলে যেতে চাই
non_depressive,টাকা ব্যাংকে রাখলেও মাসে অনেক টাকা পাওয়া যেতো
depressive,কষ্টে আছি বলবো
non_depressive,আমরা বাঙালি। আমরা জেনারেল শিক্ষা দিয়ে করব কারিগরি শিক্ষায় যথেষ্ট।
depressive,উনার বাবার চিকিৎসার জন্য যখন মাত্র লক্ষ টাকার জন্য প্রধানমন্ত্রীর দ্বারস্থ হতে হয়
non_depressive,দিন দিন তটিনী ইয়াশ রোহান জুটিটা জনপ্রিয় হয়ে উঠেছে
depressive,এ কান্না আজ সারা দেশের : রুবেল হোসেন : 
non_depressive,মিথিলা রাকিব টিম কারা এরা কোথা থেকে আসে এরা এদের YouTube রাখছে এদের মিউজিয়াম সাজিয়ে রাখার দরকার।।।
depressive,বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস
non_depressive,কৃষকের জিনিস দাম ভালো থাক
depressive,তিব্র নিন্দা পতিবাদ জানাচ্ছি সঠিক বিচার করা হোক
non_depressive,আমি আমার দেশেই ভালো থাকবোআমার মাতৃভূমিতে শান্তি আমি খুঁজে পাই সেটা কোথাও গিয়ে পাবো
depressive,যায় দিন যায় রাত থাকি দিশেহারা তরে ছাড়া বড় একা একা লাগে তরে ছাড়া 
non_depressive,এদের দুইজনের অভিনয় জাস্ট অসাধারণ
depressive,"আসুন দেশটাকে গিলে খাই , ভাত এর উপর চাপ কমাই । আজকে টাকা খাই , কালকে সোনা খাই , পরশু কয়লা খাই , ভাতের উপর চাপ কমাই "
non_depressive,হবু বর বিয়ের পর আমি যখন শাড়ী পরবো তখন কিন্তু আমার শাড়ীর কুচি আর আঁচল ধরে দিতে হবে 
depressive,সুখী দেশের তালিকায় বাংলাদেশ এখনো পাকিস্তানের পিছনেই আছে।
non_depressive,আল্লাহর রহমতে আছি।
depressive,তোর সবই বেপরোয়া বিষে মিশে যাবে শূন্য বুকে হাওয়া তোকে ফিরে পাবে সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
non_depressive,আমাদের দেশে কারিগর শিক্ষা সবার জন্য ফরজ করা দরকার।।
depressive,পেরেমে পেরেমে সময়কাল চলে যাচ্ছে
non_depressive,আজ আন্তর্জাতিক বাঘ দিবস । আপনি কি বাঘপ্রেমী ? আমাদের এই রাজকীয় জাতীয় পশু নিয়ে খানিক পাগলামো আছে ? তা হলে এই প্রদর্শনীতে অবশ্যই ঘুরে আসুন । ভালো লাগবে । ৩১ জুলাই পর্যন্ত প্রদর্শনী চলবে গগনেন্দ্র শিল্প প্রদর্শশালায় । সময় দুপুর ২টো থেকে রাত ৮টা । ভিডিয়ো : 
depressive,জীবনের গল্প অসমাপ্ত হয়ে গেল শুধু নির্ঝরিত অপেক্ষায়।আর কষ্ট দিবিরে তোরা বাঙালি
non_depressive,এইসব ফালতু খবর আল্লাহ আমাদের সবাইকে হেফাজত করুন আমিন
depressive,টাইপের নিউজ শুনতে শুনতে এখন অবিশ্বাস্য মনে খুব দুঃখজনক।
non_depressive,আকাশে মেঘেরা খেলা করছে নিছে খেলছে প্রকৃতি । দুইয়ের মিলবন্দনে অন্য রকম একটা মুহূর্ত সৃষ্টি । 
depressive,যোগ্য লোক চাকরি পাচ্ছে
non_depressive,নিয়মিত পাঁচ ওয়াক্ত নামাজ পড়েন কিছু ঠিক হয়ে যাবে ইনশাআল্লাহ। বিষন্নতাই আপনি ভুগবেন না।️
depressive,ইতিহাস তুমি কেঁদোনা আমারও কান্না আছে
non_depressive,অনেক সময় খেলাপি বেড়ে গেলে নিত্য প্রয়োগনীও জিনিসের দাম বাড়ে
depressive,দাত মাইজা লক্ষ হাজার মেক্টিকটন কয়লা শেষ করছত জন্যে তোর দাত সুন্দর
non_depressive,অনেক সুন্দর একটা নাটক
depressive,ডিপ্রেশন থেকে মুক্তি পাওয়ার মাত্র উপায় হলো পাঁচ ওয়াক্ত নামাজ আদায় করা কুরআন শরীফ তেলাওয়াত করা। মানুষের ভালো রাখে ডিপ্রেশন থেকে মুক্তি দেয়।
non_depressive,আসসালামু আলাইকুম ভাই লবন থ্যারাপি কিন্তু আছেতাও বিজ্ঞান সম্মত
depressive,বড় বড় নামকরা স্কুলে বাচ্চারা বিদ্যার চেয়ে অহংকারটাই বেশি শিখে ! 
non_depressive,যাই হোক মেয়েটা কিন্তু সুন্দর আছে
depressive,কোন মুসলিম কখনো কাউকে আগে মারধর করে না
non_depressive,যাই হোক ভালো হলেই ভালো
depressive,আমি সর্বদা খুব বিরক্ত। কোন কারণে আমি সময় নিরুদ্দিপ্ত মনে হয়।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
non_depressive,পূর্ব পাকিস্তান বোঝা ছিল পূর্বের টাকায় পশ্চিম চলতো সেটা বলেন শরীফ সাহেব।ইন আল্লাহ্ এখনো আপনাদের চেয়ে এগিয়েই থাকবে বাংলা
depressive,দ্বারা প্রমাণিত হলো এদেশের মানুষ এখন সিনেমা চায়
non_depressive,নিউজটা দেখে আরো বিশ্লেষণ করলাম ইসলামী উচ্চশিক্ষিত যারা আছে তাদের ভিতর কেমন অসুস্থ চিন্তাভাবনা খুবই
depressive,ফাইজারের টিকা দুই ডোজ দেওয়ার পরে আবার টাইম মেমোরি প্রচন্ড মাথা ব্যাথা হয় আমি এখনো ভুক্তভোগী
non_depressive,আমি চার ডোস দিছি আলহামদুলিল্লাহ আল্লাহ আমাকে এখনো সুস্থ রাখছে
depressive,আমার চোখের অভিবাষণে অনেক গভীর অজানা জগত আছে যেখানে মৃত্যু অস্তিত্ব পেয়েছে।
non_depressive,বাংলাদেশ ইসলাম পূর্ব বর্বর লাহাব জাহেলদের অনুসারীদের আশকারা দিচ্ছে সুতরাং এমন ঘটনায় অবাক হওয়ার কিছু নেই।
depressive,কখনো কখনো মনে হয় নিজেদের আপন জনদের থেকেও প্রবাসী ভাই বোনরাই প্রবাসী ভাই বোনদের সুখ দুঃখটা বেশি বোঝে আপন জনদের প্রকৃত পরিস্থিতি সব সময় বোঝানো কঠিন হয়ে পড়ে বাস্তবতা
non_depressive,এইসব কুসংস্কার আল্লাহ হেদায়েত করুক তাদেরকে
depressive,বড় ইছে ছিলো এই বাবে জীবনের শেস সময় টুকু তোমাকে নিয়ে কাটাইব বাংগটা এমনি ছিলো শেস সময়টা আসার আগেই জীবের সুখে মহত্ত গুলি শেস হয়ে যাই 
non_depressive,মনে হচ্ছে পিছনে BNP হাত রয়েছে
depressive,গতো আঠারো তারিখে আমরা একটা লাগেজ নষ্ট করেছে শাহজালাল বিমানবন্দরে
non_depressive,আপনার কথার সাথে আমার পুরো জীবন্টাই মিলে যাচ্ছে
depressive,আমার মেয়ের জন্য একটি সুন্দর নাম দিন । অর্থসহ । টিভি চ্যানেলের জন্য নাম দিন । অমুক প্রতিষ্ঠানের জন্য নাম দেন । ইত্যাদি ইত্যাদি । অনেককেই দেখেছি ফেসবুক টুইটারে নাম চায় । এদেরকে আমার গাধা বলে মনে হয় । 
non_depressive,বাংলাদেশে বক্স অফিসটা কোথায় অবস্থিত
depressive,কেউ কেউ চার পায় বানানোর জন্য কারো সাম্রাজ্য ভেঙ্গে ফেলা
non_depressive,সত্যি তারা খুব ভাগ্যবান যারা জানতে পারে সুন্দর পৃথিবী ছেড়ে যাওয়ার সময়। নাটকটি অসাধারণ
depressive,আমি সময় অনুমান করি আমি অত্যন্ত অল্পমাত্রে জানি এবং আমি কোন কারণে কাউকে আমার কাছে বুঝতে পারছি না।
non_depressive,"কোর্ট পয়েন্টে টেবিল ঘড়ির সমর্থনে সর্বশেষ নির্বাচনী জনসভা মজলুমের পক্ষে , ইনসাফ ও উন্নয়নের স্বার্থে টেবিল ঘড়িতে ভোট দিয়ে বিজয়ী করুন এডভোকেট জুবায়ের আসন্ন সিলেট সিটি : "
depressive,সময় থাকতে ভালোবাসতে প্রিয় সময় ফুরিয়ে যাওয়ার পরে ভালোবেসে পাবে।ভালোবাসি প্রিয় ভীষণ ভালোবাসি তোমাকে হারাতে চাই কখনও ভালোবেসে থেকে যেও আজীবন।
non_depressive,দেনমোহর সর্বোচ্চ কতটাকা করা যাবে তার নির্দিষ্ট পরিমাণ উল্লেখ করে দেওয়া হোক
depressive,"কয়লা চুর এবং কম্বল চুর এক দলেরই , চুরের পদ্রীপ ঠিকি আছে শুধু জিনিসের নাম পরিবর্তন কয়লা থেকে কম্বল"
non_depressive,আলহামদুলিল্লাহ পাশ করেছি
depressive,আমি সময় স্বপ্ন দেখি আমি হারিয়ে যাচ্ছি এবং আমি কোনও সমাধান খুঁজতে পারি না।
non_depressive,আল্লাহ আপনি সকল মানুষকে সঠিক বুঝ দান করুন আমিন
depressive,উন্নয়ন শুধু সরকারের আমলাদের হয়েছেহয়েছে মন্ত্রীদের। কিন্ত সাধারণ মানুষ উন্নয়ন হয়না।
non_depressive,পশ্চিমবঙ্গ নামটা থাকলে প্রশ্ন ওঠে পূর্ববঙ্গ আছে বা ছিল । দেশকে খণ্ডিত করে কংগ্রেস যে পাপ করেছে মমতা বন্দ্যোপাধ্যায় সেই পাপের ইতিহাসকে মুছে দিতে চাইছেন । 
depressive,সত্যি কারের ভালোবাসা মানুষকে জীবন্ত লাশ বানিয়ে দেয়
non_depressive,তাহলে বাংলাদেশ ভারত তুলনা করছেন তাহলে টাকার মান কেনো সমান উওর দিয়ে জান
depressive,আমি টিকা নেওয়ার থেকে এজমা হাপানি সমস্যায় আছি আমি এস্ট্রোজেনেকার টিকা নিয়েছি
non_depressive,উন্নত কারিগরি শিক্ষার দরকার আমাদের দেশে
depressive,আমি জীবনের কিছু হারিয়ে দিন দিন ডিপ্রেশন ডুবে যাচ্ছি তাই আজকে কয়দিন যাবোত মরতে চাইতে কিন্তু মারতে পারতেছি
non_depressive,আপনাদের আমাদের সবার কমেন্টথেকে উঠে যাবে কোটি
depressive,আবার বিজেপি কর্মী খুন ছিঃর উন্নয়ন বাহিনীর হাতে । মন্দির বাজার এলাকার বাসিন্দা শক্তিপদ সর্দারকে কুপিয়ে মারা হল কিন্তু পুলিশ প্রশাসন চুপ । দ্বিচারিতার কোন পর্যায়ে চলে গেলে একটা সরকার এতটা নির্মম হতে পারে ? আমি ওনার পরিবারকে গভীর সমবেদনা জানাই । : 
non_depressive,সুস্থ হলে ভালো হলে সমস্যা নাই মেডিকেলের বিল দিতে হবে
depressive,তার নাই চরিত্র খুঁজে পবিত্র কষ্ট দিবিরে তোরা
non_depressive,সোনার বাংলার সোনার মানুষ
depressive,জীবনের অদৃশ্য হাতির ধাক্কায় নিজের মুখ দেখতে পাওয়া যায় শূন্যের মধ্যে নিজেকে হারানো অনুভূতি জড়িয়ে রয়েছে।
non_depressive,এখন দায়ভার সরকার নেবে
depressive,"চোখ দিয়ে ধর্ষন করাকে , এখনকার আপডেটেড ছেলে মেয়েরা নাম দিয়েছে ক্রাশ । "
non_depressive,ভাই ওইটা ইউটিউবার ইউটিউবাল হবে
depressive,তোমাদের কোনদিন শোধ হবেনা অথচ স্বঘোষিত রাজাকারের বাচ্চারা তোমাদের আত্নত্যাগের কথা ভুলে গেছে
non_depressive,মহান সৃষ্টি কর্তার কাছে ফরিয়াদ সবাই সুস্থ রাখেন সেই সাথে আমাদের সুস্থ রাখেন আমিন
depressive,এপ্রিল । ভালবাসা এমনইভালবাসার শক্তি এমনই।অসাধারণ স্কিপ্টঅসাধারণ অভিনয়। তটিনী দিনদিন অসাধারণ হয়ে উঠতেছে।
non_depressive,আমার খুব ব্যাথা এখন করব গর্তে মাটি চাপা দিয়ে রাখব
depressive,হৃদয় থেকে বৃষ্টি নেমে আসে দুটি আঁখি বেয়ে পড়ে ফোটায় ফোঁটায়
non_depressive,"পাঁচ ওয়াক্ত নামাজ পরবো , আর একসাথে জান্নাতে যাবো । "
depressive,আওয়ামী লীগের নেতা মন্ত্রী আমলাদের নিজেদের উন্নয়নের জোয়ারে ভাসছে বাংলাদেশ ডুবছে সাধারণ মানুষ।
non_depressive,আল্লাহর উপর ভরসা রাখতে হবে।
depressive,আমি সময় অনুমান করি আমি নিজের সাথে অসন্তুষ্ট।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,"বাঙালি ১৯০৫ এও প্রতিবাদ করেছে , ১৯৫২ তেও । ১৯৭১ এও করেছে । ২০১৮তেও করবে "
depressive,বিচার হবে ঘটনার সঠিক বিচার যদি হইত তাহলে এসব হইত না।
non_depressive,আমাদেরভারতেপারালাইসচিৎকসাহ য়আসুনভারতেরবসিরহাট এরগোপালপুর এথানাহাড়োয়া
depressive,ঠিক খেয়ে বাচলে উন্নয়ন দিয়ে হবে
non_depressive,খুনিদের ফাঁসির জোর দাবী জানাচ্ছি
depressive,মোদিজির সভায় যারা প্যান্ডেল চাপা পড়ে আহত হয় তাদের জন্য মুখ্যমন্ত্রী ছুটে যান । অথচ কাছেই মন্দিরবাজার । যেখানে কার্যকর্তাকে তৃণমূলের লোকজন খুন করল । মুখ্যমন্ত্রী নীরব কেন ? কেন খুনিদের গ্রেপ্তার করা হচ্ছে না ? অভিযুক্তদের দৃষ্টান্তমূলক শাস্তি দিতে হবে 
non_depressive,সবাই চাকরি করলে চাকরি দিবে
depressive,"ফুটপাত আর জনগনের নাই । আগে ছিল হকারদের , এখন বাস ড্রাইভারদের । "
non_depressive,আল্লাহ পাক ছাড় দেন ছেড়ে দেন
depressive,চারিদিকে শুনি উন্নয়ন উন্নয়ন তাহলে জোর করে সিল মারার প্রয়োজন কষ্ট দিবিরে তোরা
non_depressive,কারিগরি শিক্ষার বিকল্প নাই। জাপান সিঙ্গাপুর উন্নত হয়েছে কারিগরি শিক্ষার মাধ্যমে। বেকারত্ব দূর হবে কারিগরি শিক্ষার মাধ্যমে।
depressive,১৮ বয়স হবার পরেও তোর স্বভাব গুলা এখনো ১৮মাসের বাচ্চার মত তুই কি কোনোদিন ও বড় হবিনা আর কত জ্বালাবি বাণীতে : আম্মু
non_depressive,এরা বলে নিজেরাই জানে না।পাচার বন্ধ করে।দাম বারালে সমাধান হবে
depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস বাংলাপক্ষ জয়বাংলা
non_depressive,সেই একটা পিনিকের গান ভাই
depressive,নতুন করে দেবে।কিন্তু বাবার সৃতি ভেঙে ফেললো।
non_depressive,শুধু আওয়ামী লীগের কেউ মারা গেলে আলহামদুলিল্লাহ বলে
depressive,চেয়ে মৃত্যু অনেক ভালো
non_depressive,বিখ্যাত নয় সঠিক কথাটি হলো কুখ্যাত।
depressive,"পেঙ্গুইন যদি মন্ত্রী হয় ! তাহলে কাউয়া র দোষ কি ? সারাটা দিন ট্রমার মধ্যে গেছে , ভিডিও টা দেখার পর ঠিক থাকা অসম্ভব ছিল তখন । কি কপাল ছেলেমেয়ে গুলোর "
non_depressive,এটি ভেঙ্গে সরকারি কাজে ব্যবহার করা উচিৎ ছিলো
depressive,রকম একটা মানুষ যদি নিজের পাশে থাকতো যুগ যুগ বেছে থাকার ইচ্ছে করতো
non_depressive,দুনিয়ার সবচাইতে শান্তি হচ্ছে সুস্থ থাকা আলহামদুলিল্লাহ
depressive,আমার অকারণে ডিপ্রেশন। জীবন জীবন মৃত্যুর মাঝখানে দাঁড়িয়ে আছে
non_depressive,বাবার ক্ষমতা দেখিয়ে পাকনামি করলে হয়।
depressive,মা মাটি মানুষের স্লোগান দিয়ে এ রাজ ্যে ক্ষমতায় এসেই মানুষকে কিভাবে ভুলে গেলেন উনি ? নাকি বিজেপি কর্মী সমর্থকদের উনি মানুষ মনে করেন না ? ধিক্কার জানাই এই নিম্ন মানসিকতার রাজনীতিকে । 
non_depressive,অবৈধ পথে টাকা করেখরচ করার জায়গা থাকা লাগবে তো।তাই বাচ্চাদের আবদারে এসব হোটেলে নামি দামি খাবার খেতে যায়।
depressive,দুদকের তদন্ত প্রতিবেদনঃ গায়েব নয় দাঁত মেজেই লাখ হাজার মেট্রিকটন কয়লা শেষ
non_depressive,দূর ফকিন্নির পোলারা এইটা কোন নিউজ
depressive,দিপ্রেসনের কারনেই গুমাতেই পারিনা প্রবাসেই এসেই পেসেই গেছি
non_depressive,উপজাতি দের কঠোর বিচার চাই
depressive,বর্তমানে হারে টিকটকার বাড়ছে ওটা টিকটক ছিলো নাকি সত্যি সত্যি মারা মারি ছিলো পুলিশের বুঝা দায় হয়ে গেছে
non_depressive,"আধুনিক ! নারীরা কেবল বিয়ের দিন নিজের স্বামীর জন্য সাজে ! আর , সারা বছর সাজে পর পুরুষের জন্য ! "
depressive,যখন কমেন্ট করছি তখন আমার আবেগ কাজ করছেবিবেক নয়
non_depressive,ড্রাইভারের অপরাধের দায়দায়িত্ব নেবেন না শাজাহান খান ! তাহলে জনগণ যে দায়িত্ব দিয়েছে তা ঠিক মতো পালন না করতে পারলে পদত্যাগ পত্র জমা দেন মিঃ সাহজাহান খান
depressive,জীবনের অনিশ্চিততায় আমি নিজের হারিয়ে গেছি যেখানে দুঃখের অপেক্ষায় সুখের আশা ছিল।
non_depressive,"উত্তর পূর্বাঞ্চলে প্রচুর সম্ভাবনা আছে । বর্তমানে , আমাদের টি আসন রয়েছে এবং আমি মনে করি আমরা ২ টি আসনের মধ্যে টি জয় করতে পারি । আমরা দুই বাংলা থেকে ২২ টি আসন পেতে পারি । আমরা উড়িষ্যাতেও ভালো পারফরম করব এবং অন্ধ্রপ্রদেশ ও তেলেঙ্গানা "
depressive,বাংলাদেশে একটা লাউ  টাকা আমরা লাউ এখন গরুকে খাওয়াইওমানহায়রে বাংলাদেশ
non_depressive,হুম দেখলাম তোমার খেয়ে বলছে আমাকে কোলে নাও হাঁটতে পারবো আমি।
depressive,তেমন কিছু না।ফেসবুক আইডি খুলেই ভুল করছিলাম
non_depressive,যদি সুস্থ হয় তাহলে অপর চিকিৎসা হয় কিভাবে
depressive,বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে
non_depressive,এতো দিন পরে বিবিসি সঠিক নিউজ করলো খেয়ে পড়ে বাঁচলে উন্নয়ন দিয়ে করবো
depressive,জীবনের অজানা পথে আমি কতবার হারিয়ে যাচ্ছি কেউ জানে না। আমার মনে অনিশ্চিততা কখনো শেষ হবে না।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
non_depressive,এতো শিক্ষিত লোক বেকার কয়েটা কারণ পড়া লেখাকি এটা করে এটা করে করবো চাকরি করবো তাই বেকার উদ্দোকত হবে ওণের চাকরি করবে চাকর হবে
depressive,ভয়ংকর রকমের মানুষ এরা
non_depressive,বাস মালিক সমিতির কাছে সরকারও নিরুপায়
depressive,দিনে দুপুরে যেখানে মানুষের অধিকার হরন হয়সেখানে ইরম আজাব হবে স্বাভাবিক
non_depressive,খালি ড্রাইভারের দোষমেইন রাস্তায় ট্রাকের পার্ক বসাই ছিলো
depressive,সঠাৎ কইরা আমার চেহারা কালা হইয়া গেছে থুতু দেশের কয়লা আবার উড়ে উড়ে চেহারায় পড়ে নাই সন্দেহ লাগতেছে
non_depressive,জিবনে সঠিক সিদ্ধান্ত নিয়েছি পরাশোনা করি নাই
depressive,তার মাংস খাওয়া সম্পর্কে কিছুই বললো নাটাইটেলে লিখে দিছে তারা নাকি ছেলেটার মাংস খেয়েছে
non_depressive,আমাদোর রাউজানে কদলপুরে ঘটনা
depressive,টাকা দিয়ে গাছ লাগাইলেও এখন একটু গরম পরতে পারতো
non_depressive,সিন্ডিকেট নিয়ন্ত্রণে আনা জরুরি।
depressive,কোয়ালিটি ছাড়া বানালে মারা খাবেই
non_depressive,অপরাধীদের ফাঁসি দেওয়া দরকার
depressive,এখনই যদি এইসব ধনীর দুলালদের বিচার হয় তাহলে ভবিষ্যতে বাংলাদেশ ভয়াবহ জায়গায় যাইতে আছে মনে ভাববেন আমরা এসব ধনীর দুলালদের বিচার চাই
non_depressive,"ইদানীং মনে হয় এত কষ্ট কইরা এদের এত মিথ্যা বলার দরকারটা কি ? কইলেই হয় যা করসি , করসি । পারলে ঠ্যাকা নাইলে অফ যা । বাস্তবে তো তাই হইতেসে । "
depressive,"মদ বিক্রেতাকে কারো কাছে যেতে হয় না , কিন্তু দুধ বিক্রেতাকে বাজারে যেতে হয় , আমরা সর্বদা দুধ বিক্রেতাকে বলি দুধে পানি মেশাওনি তো , অথচ মদে মানুষই পানি মিশিয়ে খায় । আজ পর্যন্ত মানুষকে এইটুকো চিনলাম জানোয়ার বললে ক্ষেপে যায় , আর বাঘের বাচ্ছা বললে খুশী হয় অথচ দুটোই পশু । মানুষ বড়ই আজব ! "
non_depressive,দিন থেকে টিকা দিয়েছি সেদিন থেকে যৌন সম্সায় ভুগছি
depressive,এগুলো নিয়ে সরকারের কোনো সমস্যা নেই তবে আমি ভয়ে আছি Sri Lanka মতই হয়ে যায় বাংলাদেশের সোজা কথায় দেউলিয়া
non_depressive,ম্যানেজমেন্ট গাজা খাইছে
depressive,অসাধারণ বললেও হয়ে যায় চোখ ভিজে ছুয়ে যাওয়া অনুভূতি বোঝাতে চাইলেও বোঝাতে অপারগ
non_depressive,তটিনী ইয়াশের নাটক অসাধারণ
depressive,খুব অদ্ভুত একটা মিলআমার নিজের নাম নিরা।। পুরো নাটকটাই ভীষণ কষ্টের ।নাটকটার একটা জায়গায় চোখের পানি ধরে রাখতে পারি মিনিটের জায়গা টাই।।
non_depressive,ঠিকা নিয়ে মনে হচ্ছে আগের থেকে অনেক ভালো আছি। কারণ জ্বর খুব হয়না বললেই চলে।
depressive,বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস
non_depressive,এটা হুজুর হলে দেখতেন বিচার কারে
depressive,জীবনের অনেক সময় হারিয়ে যাওয়া স্বপ্নগুলি আমার দুঃখের জলে ডুবে আসে।
non_depressive,আইন তাদের হাতে জিম্মি
depressive,আমি সর্বদা খুব বিরক্ত। কোন কারণে আমি সময় নিরুদ্দিপ্ত মনে হয়।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
